Company Name,Ticker,Market Cap (mil),EBITDA ($mil),EBIT ($mil),Beta,Receivables ($mil),Inventory ($mil),Intangibles ($mil),Current Liabilities ($mil),Current Assets  ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Net Income  ($mil),Cash Flow ($mil),Annual Sales ($mil)
"Kingfisher","KGFHY","5685.26","2351.42211","1588.24096","1.32","412.52999","3780.1499","3787.0249","4284.81201","5428.89501","2.75","0","9320.42773","","","","","","","577.60302","1435.55102","16014.69"
"Kraft Heinz Company","KHC","46708.66","4806","3887",".69","2120","3651","73482","9028","7897","19233","0","48830","40.18","28.13199",".39062",".92",".47",".23548","2363","4355","26485"
"Kuehne & Nagel International","KHNGY","34636.41","4817.1958","4011.36108",".92","5792.79101","0","2492.9541","8184.09912","10434.99023","209.58","0","4345.64111","7.83","4.36969",".04569","1.35","1.28",".56722","2770.64794","3576.7871","41289.7"
"Kimco Realty","KIM","11591.98","776.12701","271.12701","1.44","0","0","0","207.815","454.05499","7157.88623",".01899","9646.89062","15.79","42.541",".73088","3.11","2.18","2.1849","125.97599","630.97601","1727.68"
"Koninklijke KPN","KKPNF","14406","3916.06103","2188.7351","-.02","803.32501","43.775","3556.39892","2627.66503","2210.031","7177.86816","0","3821.41308","","","","","","","1523.833","1727.32604","7242.94"
"Koninklijke KPN","KKPNY","14447.28","3916.06103","2188.7351",".36","803.32501","43.775","3556.39892","2627.66503","2210.031","7177.86816","0","3821.41308","","","","","","","800.875","806.14398","5663.03"
"KKR & Co.","KKR","46649.15","942.92102","578.75897","1.52","1663.30297","0","1722.68103","176560.70312","15048.66992","42726.78125","1115.79199","52391.02734","64.87","44.02799",".79975",".07",".09",".07581","-841.13001","3818.03491","5721.19"
"KLA","KLAC","62843.95","4012.91992","3649.57592","1.36","1811.87695","2146.88891","3514.46289","2871.083","7168.91113","6660.71777","0","1399.08996","19.55","68.705","2.19538","2.35","1.75","1.11809","3321.80688","3568.73999","9211.88"
"Klabin","KLBAY","5072.96","849.63702","623.664","1.09","510.548","267.55099","14.614","708.05499","2092.45898","4969.88623","0","850.64398","","","","","","","-482.64701","518.10998","2319.7"
"Kulicke and Soffa Industries","KLIC","2929.85","499.83499","477.19601","1.39","309.32299","184.98599","100.035","248.68099","1332.04602","0","0","1194.65002","20.92","0","0","6.07","4.61","3.36872","433.54501","478.25","1503.62"
"KLEPIERRE","KLPEF","6659.89","696.95697","694.42797","1.49","429.026","0","521.427","2258.60205","843.091","6024.27392","0","11019.5996","38.63","35.346",".54668",".37",".37",".18332","437.45498","440.05999","1297.94"
"Kunlun Energy","KLYCY","6578.96","2477.20996","1760.64501",".91","422.83999","190.64999","303.17999","5303.94482","6996.39013","2967.62988","0","11758.45996","","","","","","","3567.47998","1513.42004","21474.79"
"KimberlyClark","KMB","46092.86","3376","2622",".41","2280","2269","2925","7334","5729","7578","0","700","2.55","90.22299","9.22764",".82",".47",".16089","1934","2659","20175"
"Kinder Morgan","KMI","37562.74","7109","4848",".94","1840","634","21774","6930","3803","28403","0","32114","14.33","47.748",".9138",".56",".46",".19177","2548","4897","19200"
"Kemper","KMPR","2759.3","-61","-131.9",".89","1549.19995","0","1300.30004","9533.89941","2040","1386.90002","0","2443.19995","41.38","34.39199",".52419",".21",".21",".05147","-301.20002","-86","5576.8"
"Kennametal","KMT","2129.71","364.32501","232.647","1.88","295.346","570.83599","369.95498","485.64898","1024.708","594.36401","0","1291.24694","16.4","31.12899",".45199","2.21",".93",".32642","144.623","280.87899","2012.46"
"Komatsu","KMTUY","24375.21","4210.91015","2997.4309","1.23","8495.76171","8793.29785","3173.8999","11783.79003","21549.40039","3818.19799","0","20970.86914","","","","","","","2415.99804","2415.99804","26228.8"
"CarMax","KMX","11898.09","1022.42602","757.20202","1.42","298.78298","3726.14208","141.25799","1938.31103","5041.36718","17775.14062","0","5613.07714","35.52","76","3.16673","2.6",".68",".52439","484.76199","749.98602","29684.87"
"Kirin","KNBWY","12570.84","2185.27587","1523.56103",".38","3150.59399","2234.31689","3776.28002","4871.75097","6830.06201","3146.69799","0","9649.66308","11.58","24.59099",".32609","1.4",".94",".29663","854.75402","1511.69604","15233.36"
"Kinsale Capital Group","KNSL","7968.43","202.569","199.848",".86","120.205","0","3.538","1801.46398","317.816","195.74699","0","745.44897","35.23","19.35799",".24004",".17",".18",".10969","159.11399","183.08399","819.2"
"KINETIK HLDGS","KNTK","4642.23","674.30999","402.58898","2.65","204.03599","0","700.466","227.828","241.867","3391.20288","0","-839.77503","-4.44","","-5.55431",".99","1.06",".16605","250.72099","451.78698","1213.49"
"KnightSwift Transportation","KNX","8932.33","1731.13305","1071.30895","1.15","901.268","0","5295.9082","894.00701","1493.57202","1412.04504","0","6955.28076","43.69","16.117",".19214","1.59","1.67",".66252","771.32501","1481.02001","7428.58"
"Kone Oyj","KNYJY","28650.9","1413.51","1140.31103",".72","2935.01293","888.81701","1709.88696","5693.44384","6647.26806","440.29901","0","3020.14404","2.85","12.72399",".14578","1.17","1.01",".49591","816.013","1099.89099","11493.29"
"Coca-Cola","KO","262718.13","13828","12568",".55","3487","4233","33631","19724","22591","36377","0","25826","6.21","57.354","1.34487","1.15",".93",".75395","9542","12063","43004"
"Kosmos Energy","KOS","2985.19","963.984","455.32699","2.79","119.735","133.51499","0","574.25402","468.721","2195.91088","0","787.84802","1.89","71.592","2.52007",".71",".58",".37521","226.55099","983.82702","2299.77"
"Keppel","KPELY","8220.96","1482.75805","1180.31396",".7","2054.25708","3426.28588","1182.73596","8899.37695","11048.16015","5057.51806","0","9258.86132","","","","","","","672.28497","608.68701","4802.78"
"The Kroger Co.","KR","33119.47","7180","3437",".47","2234","7560","3815","17238","12670","12068","0","10014","13.99","54.651","1.20511",".74",".3",".16684","2244","6847","148258"
"Kilroy Realty","KRC","3241.91","703.58898","343.77099",".86","472.78298","0","0","392.35998","820.16198","4262.99609","0","5674.96093","48.43","43.754",".77789","2.27","2.09",".88535","232.615","592.43298","1096.99"
"Keppel REIT","KREVF","2305.34","207.53999","207.52499",".4","24.472","0","0","184.10699","174.632","1889.46496","0","4160.06591","","","","","","","294.11898","294.11898","159.1"
"Kite Realty Group Trust","KRG","4412.84","546.29602","91.66899","1.37","101.301","0","0","207.792","217.1","3010.29907","0","3771.885","16.92","44.47299",".80091",".92","1.04",".55728","-12.636","441.99099","802"
"Karuna Therapeutics","KRTX","8772.37","-278.81299","-274.918","1.15",".057","0","0","33.94599","1154.76904","0","0","1126.23803","39.74","0","0","59.74","34.02","34.01614","-276.336","-280.23099","10.64"
"Kerry Group","KRYAY","17363.93","1133.77905","813.16802",".71","1500.11596","1426.99597","6026.59179","3071.56005","4420.58886","2562.98706","0","6557.18505","37.05","28.10199",".39086","1.44",".97",".48622","638.90301","1090.609","9243.68"
"Krystal Biotech","KRYS","3142.15","-135.92","-139.97501",".84","0","0","0","28.847","383.77899","0","0","522.23101","19","0","0","10.13","13.3","13.30394","-139.97501","-110.92",""
"Kohl's","KSS","2253.66","1054","246","1.66","0","3189","0","3115","3736","4423","0","3763","33.59","53.886","1.16854","1.17",".18",".1756","-19","789","18098"
"KT","KT","5569.79","4450.85107","1848.91003",".78","4269.72998","502.371","2190.88305","7489.48779","8883.00976","5725.75","0","12888.88964","30.79","31.51499",".46016","1.2","1.12",".54889","882.32897","3579.11499","19853.11"
"Kontoor Brands","KTB","2253.79","391.18099","354.05499","1.14","225.858","596.83599","222.988","440.42898","982.26898","782.61901","0","250.757","5.34","73.44899","2.76637","2.59",".88",".36231","245.49299","292.872","2631.44"
"Kuraray Co.","KURRY","3209.02","1037.44494","524.46502",".53","1176.53405","1367.62304","991.60101","1908.05102","4087.75903","1894.84399","0","5039.14111","44.02","23.047",".2995","2.22","","","415.82901","489.82598","5791.57"
"Kenvue Inc.","KVUE","47507.66","","","","","","","","","","","","","","","","","","","",""
"Kennedy-Wilson","KW","2212.13","535.5","358.89999","1.17","40.79999","0","0","674.40002","629.5","5587","592.5","1417.90002","9.89","73.914","4.05098",".91",".93",".87292","93.69999","470.39999","540"
"Kawasaki Heavy Industries","KWHIY","3921.81","776.92901","279.80499",".89","3387.93408","5380.95703","191.26699","8065.74609","10601.91992","3138.60009","0","4072.55908","9.76","42.7",".74518","1.21","","","407.63598","407.63598","12772.96"
"Quaker Houghton","KWR","3571.71","123.106","39.69699","1.43","472.888","284.84799","1457.93298","354.78601","994.13702","933.56097","0","1278.58496","73.32","41.171",".69985","2.79","2",".66632","-15.931","188.729","1943.58"
"Kyocera","KYOCY","20478.92","2942.84692","1795.10302",".45","3373.68798","4027.30297","3674.48999","4800.20605","11829.19042","152.751","0","25794.63085","59.28",".54483",".00547","2.55","","","947.367","947.367","14991.51"
"Loews","L","13325.21","2139","1759",".83","9403","0","346","42611","14789","8165","0","15478","67.2","34.734",".53219",".32",".35",".12639","1012","1530","14044"
"Lithium Americas","LAC","3324.54","-70.505","-72.24701","1.46","3.99","0","0","19.645","356.09201","204.472","0","784.00201","6.61","16.46199",".19706","10","18.13","17.92323","-93.56801","-113.645",""
"Lithia Motors","LAD","6693.38","2126","1897.90002","1.38","813.09997","3409.3999","3316.8999","3178.19995","4630.8999","5510.5","0","5210.3999","197.65","51.965","1.0743","1.3",".38",".1285","1251","1486","28231.5"
"Lamar Advertising","LAMR","9364.28","939.216","583.609","1.38","285.039","0","3241.89404","726.03698","364.552","3078.96508","0","1195.37402","11.39","73.07499","2.71401",".51",".5",".10951","438.647","794.25402","2032.14"
"Lancaster Colony","LANC","5501.37","158.268","112.388",".22","135.496","144.70199","240.694","165.585","351.781","0","0","844.68701","31.73","0","0","1.99","1.25",".4323","89.58599","162.36599","1676.39"
"Lazard","LAZ","3390.88","965.48602","516.84802","1.39","652.75799","0","377.32998","1657.41003","3292.15795","1687.71398","0","675.39898","4.51","77.762","3.32082","1.63","1.99","1.59248","357.51699","833.03997","2855.09"
"Luminar Technologies","LAZR","2549.18","-423.08201","-434.172","1.56","11.17199","8.79199","40.893","77.541","554.58599","612.19201","0","-26.40501","-.22","93.43499","-7.45019","4.92","7.04","6.8947","-445.939","-268.20701","40.7"
"Liberty Broadband","LBRDA","11080.29","1929","1667","1.15","201","0","1271","1675","660","2511","0","8501","58.72","31.57399",".4379","1.55",".39",".27402","1257","1519","975"
"Liberty Broadband","LBRDK","11100.75","1929","1667","1.13","201","0","1271","1675","660","2511","0","8501","58.72","31.57399",".4379","1.55",".39",".27402","1257","1519","975"
"Liberty Energy","LBRT","2251.95","745.25201","422.22399","2.1","410.30801","214.45399","0","649.497","956.67297","239.916","0","1497.30603","9.08","12.80099",".1468","1.42","1.14",".51102","399.60198","722.63","4149.23"
"Liberty Global","LBTYA","7248.66","4215.8999","2013.5","1.26","830.59997","0","11658.5","3921","6297.3999","12963.5","0","22573.40039","49.83","38.979",".63878","1.53","1.61","1.39423","1473.19995","2794.60009","7195.7"
"Liberty Global","LBTYB","7257.61","4215.8999","2013.5",".86","830.59997","0","11658.5","3921","6297.3999","12963.5","0","22573.40039","49.83","38.979",".63878","1.53","1.61","1.39423","1473.19995","2794.60009","7195.7"
"Liberty Global","LBTYK","7644.93","4215.8999","2013.5","1.24","830.59997","0","11658.5","3921","6297.3999","12963.5","0","22573.40039","49.83","38.979",".63878","1.53","1.61","1.39423","1473.19995","2794.60009","7195.7"
"Lucid Group","LCID","12087.69","-1051.28199","-1273.48499","1.11","19.54199","834.401","0","937.55902","4912.02783","2073.17602","0","4349.70117","1.98","36.326",".57049","4.06","4.35","4.32835","-1304.45997","-1181.33997","608.18"
"LCI Industries","LCII","2871.88","682.23999","553.02801","1.46","214.26199","1029.70495","1070.38305","421.29998","1390.776","1095.88793","0","1381.00805","53.74","43.70899",".77647","3.13",".86",".34846","394.97399","524.18597","5207.14"
"Leidos","LDOS","11063.91","1418","1085",".77","2350","287","7648","3947","3643","3928","0","4353","32.54","51.15399","1.04726","1.16",".85",".25487","693","1244","14396"
"Lear","LEA","7629.84","1184.40002","607.90002","1.53","3451.8999","1573.59997","1660.59997","5188.2998","6994.10009","2591.19995","0","4830.2998","85.21","34.006",".51529","1.35","1.04",".37943","327.70001","1099","20891.5"
"Lincoln Electric","LECO","10402.26","700.38598","622.32702","1.13","541.52899","665.45098","867.96301","852.89697","1557.79003","1110.39599","0","1034.04101","19.55","49.673",".98701","1.93","1.05",".41131","472.22399","563.71502","3761.21"
"Leggett & Platt","LEG","4125.13","668.90002","489.1","1.3","675","907.5","2149.80004","968.09997","1958","2074.19995","0","1641.40002","12.52","55.84999","1.26501","2.08","1.09",".38787","309.79998","489.6","5146.7"
"LEG Immobilien","LEGIF","4086.39","2695.69311","2674.27905",".51","11.47599","0","443.18899","0","810.77801","0","0","10592.29003","","","","","","","2036.82495","2058.23901","617.7"
"Legend Biotech","LEGN","10782.19","-427.33201","-445.724","-.05",".09","10.354","3.40899","297.78799","1099.11901","260.932","0","744.31201","3.96","28.929",".40704","3.84","3.66","3.65587","-446.349","-396.95701","117"
"Lennar","LEN","32395.52","6099.47802","6014.56591","1.44","673.97998","21432.00976","3442.35888","3583.67895","26745.16015","4047.29394","0","24240.36914","84.85","14.10799",".16425","7.82","1.48","1.29452","4614.125","5231.91113","33671.01"
"Lennar","LEN.B","28670.93","6099.47802","6014.56591","1.46","673.97998","21432.00976","3442.35888","3583.67895","26745.16015","4047.29394","0","24240.36914","84.85","14.10799",".16425","7.82","1.48","1.29452","4614.125","5231.91113","33671.01"
"Levi Strauss & Co.","LEVI","5418.47","834.20001","675.29998","1.18","697","1416.80004","652.40002","1981.59997","2827.8999","984.5","0","1903.69995","4.96","33.555",".505","1.49",".71",".36036","569.09997","762.79998","6168.6"
"LifeStance Health Group","LFST","3191.2","-141.655","-212.80201",".88","100.86799","0","1536.23303","175.99899","233.223","225.07899","0","1518.72302","3.99","12.993",".14933","1.17","1.33",".75202","-215.564","-144.41701","859.54"
"Littelfuse","LFUS","6401.83","589.966","469.26","1.25","306.578","547.69","1780.89196","572.29498","1511.79602","866.62298","0","2211.37792","92.93","27.30999",".3757","2.7","1.68","1.14893","373.30599","542.23498","2513.9"
"Lions Gate Entertainment","LGF.A","2242.5","1570","-1776.30005","1.49","582.09997","0","2589.60009","2570.69995","1118.40002","2994.60009","0","786","3.43","80.942","3.80992",".44",".44",".20862","-2010.19996","3355.10009","3854.8"
"Lions Gate Entertainment","LGF.B","2107.07","1570","-1776.30005","1.5","582.09997","0","2589.60009","2570.69995","1118.40002","2994.60009","0","786","3.43","80.942","3.80992",".44",".44",".20862","-2010.19996","3355.10009","3854.8"
"Legal & General Group","LGGNY","17736.2","3376.73706","3376.73706","1.5","576729.375","0","633.29302","204569.70312","620990.625","6873.4541","0","15014.73046","12.57","31.40299",".45778","3.04","3.04",".21636","2833.73803","2805.94189","62497.52"
"LGI Homes","LGIH","2806.51","419.69198","418.11599","1.71","25.14299","2898.29589","12.01799","365.415","2986.65405","1117.00097","0","1642.41198","71.14","38.449",".62466","7.82",".24",".17299","326.56698","328.143","2304.46"
"LeGrand","LGRVF","25111.25","1863.81896","1571.86596","1.16","1136.41296","1430.15698","8536.37207","2629.67993","5376.83691","4229.57177","0","6998.854","26.3","37.66799",".60432","2.04","1.5","1.06867","1053.07299","1345.208","8787.92"
"Laboratory Corp. of America","LH","19295.31","2668.30004","1762.90002","1.04","3017.3999","470.6","12067.90039","3078.5","4625","5122.3999","0","10096.5996","116.85","33.25999",".49647","1.63","1.35",".36933","1279.09997","2731.5","14876.8"
"L3Harris Technologies","LHX","34579.03","3292","1552",".71","1291","1291","23284","5776","6754","6225","0","18624","97.16","30.87",".44654","1.14",".95",".72229","1062","4239","17062"
